,0
count,987.0
mean,-0.00016604503177286472
std,0.008748874813674631
min,-0.03920758934160123
max,0.06283626436376605
skew,0.5010094931241637
kurtosis,10.854024842477866
jarque_bera,2548.4877305130503
jarque_bera_pvalue,0.0
