parameter,coef,std_err,z_stat,p_value
mu,-0.00030968360722839435,,,
phi,-0.5035566909435631,,,
theta,0.5063097091646696,,,
omega,8.636059877828476e-06,,,
alpha,0.06674118480354693,,,
gamma,-0.05597156824959982,,,
beta,0.932039212448746,,,
delta,1.481923275606562,,,
