parameter,coef,std_err,z_stat,p_value
mu,8.214887409504026e-06,,,
phi,0.003295714637980291,,,
theta,-0.0370080799512071,,,
omega,4.020728215259337e-08,,,
alpha,0.022765291210272157,,,
beta,0.9752852721047326,,,
nu,7.99660386986467,,,
skew,1.0489962330440996,,,
