parameter,coef,std_err,z_stat,p_value
mu,-0.00026839047803804445,,,
phi,-0.5040472797749748,,,
theta,0.47337046730693777,,,
omega,-0.007095629757849738,,,
alpha,0.05001253302404991,,,
gamma,-0.020282032094418607,,,
beta,0.9989999999999997,,,
nu,5.29012616862434,,,
skew,0.8906329892337258,,,
