,0
count,1825.0
mean,-0.000171162943120064
std,0.005901796751673058
min,-0.036820428643639234
max,0.024663610690745227
skew,-0.2853768193899576
kurtosis,5.197180996462693
jarque_bera,388.7283085397234
jarque_bera_pvalue,3.8790048339133156e-85
