parameter,coef,std_err,z_stat,p_value
mu,-0.0004264140847005373,,,
phi,-0.5059028757934448,,,
theta,0.5020927690144159,,,
lambda_m,0.11820122801512306,,,
omega,8.737266411189157e-07,,,
alpha,0.07522508133288072,,,
beta,0.8991024352906363,,,
nu,7.996657679078327,,,
skew,1.0494252975786647,,,
