parameter,coef,std_err,z_stat,p_value
mu,-0.00021222865491137628,,,
phi,-0.4385651348827254,,,
theta,0.3998039315838239,,,
omega,4.2027863749326675e-08,,,
alpha,0.005260872242119146,,,
gamma,0.018478369635601472,,,
beta,0.9840391988503892,,,
